"INCIDENT_ID","FIRST_OCCURENCE_DATE","LAST_OCCURENCE_DATE","REPORT_DATE","INCIDENT_ADDRESS","GEO_X","GEO_Y","DISTRICT_ID","PRECINCT_ID","OFFENSE_CODE","OFENSE_TYPE_ID","OFENSE_CATEGORY_ID","MJ_RELATION_TYPE","SIZE_QTY_LBS","SIZE_QTY_GRAMS","RECORD_CREATED_DATETIME","RECORD_UPDATED_DATETIME"
"201791556","2/8/2017 12:00:00 AM","2/8/2017 12:00:00 AM","2/9/2017 12:00:00 AM","432 S BROADWAY ST                                 ","3144200.00","1683431.00","3","312","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"201795670","2/11/2017 12:00:00 AM","2/11/2017 12:00:00 AM","2/11/2017 12:00:00 AM","4625 E COLFAX AVE                                 ","3159406.00","1695079.00","2","222","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"201795714","2/11/2017 12:00:00 AM","2/11/2017 12:00:00 AM","2/11/2017 12:00:00 AM","7739 E COLFAX AVE                                 ","3169284.00","1695129.00","2","223","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"201795975","2/11/2017 12:00:00 AM","2/11/2017 12:00:00 AM","2/11/2017 12:00:00 AM","8151 E COLFAX AVE                                 ","3170674.00","1695109.00","2","223","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"201796229","2/11/2017 12:00:00 AM","2/11/2017 12:00:00 AM","2/11/2017 12:00:00 AM","1620 MARKET ST                                    ","3141254.00","1698471.00","6","612","2303    ","THEFT - SHOPLIFT","Larceny","INDUSTRY","","","",""
"201797828","2/12/2017 12:00:00 AM","2/12/2017 12:00:00 AM","2/12/2017 12:00:00 AM","1736 N DOWNING ST                                 ","3148182.00","1696333.00","6","622","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"201798204","2/12/2017 12:00:00 AM","2/12/2017 12:00:00 AM","2/12/2017 12:00:00 AM","2645 S SANTA FE DR                                ","3141742.00","1668660.00","3","313","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"201799201","2/12/2017 12:00:00 AM","1/1/1900 12:00:00 AM","2/12/2017 12:00:00 AM","580 S SHERIDAN BLVD                               ","3125820.00","1682440.00","4","412","1315","AGGRAVATED ASSAULT","Agg ASLT-Firearm","NON-INDUSTRY","","","",""
"2018106163","2/13/2018 12:00:00 AM","2/13/2018 12:00:00 AM","2/14/2018 12:00:00 AM","21531 E 46TH AVE                                  ","3214607.00","1709994.00","5","523","1208    ","ROBBERY - RESIDENCE","Robbery-Street-Res","NON-INDUSTRY","","","",""
"201810675","1/4/2018 12:00:00 AM","1/1/1900 12:00:00 AM","1/5/2018 12:00:00 AM","4902 E SMITH RD                                   ","3160325.00","1707718.00","2","221","2303    ","THEFT - SHOPLIFT","Larceny","INDUSTRY","","","",""
"2018107599","2/13/2018 12:00:00 AM","2/14/2018 12:00:00 AM","2/14/2018 12:00:00 AM","3495 S KNOX CT                                    ","3131645.00","1663460.00","4","423","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","NON-INDUSTRY","","","",""
"2018109937","2/15/2018 12:00:00 AM","1/1/1900 12:00:00 AM","2/15/2018 12:00:00 AM","5353 N JOLIET ST                                  ","3179308.00","1714754.00","5","511","7399    ","PUBLIC ORDER CRIMES - OTHER","All Other Crimes","INDUSTRY","","","",""
"2018113603","2/16/2018 12:00:00 AM","1/1/1900 12:00:00 AM","2/16/2018 12:00:00 AM","105 E 7TH AVE                                     ","3144669.00","1690249.00","6","623","1313","ASSAULT - SIMPLE","Simple Assault","INDUSTRY","","","",""
"2018119243","2/19/2018 12:00:00 AM","2/19/2018 12:00:00 AM","2/19/2018 12:00:00 AM","8151 E COLFAX AVE                                 ","3170674.00","1695109.00","2","223","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2018120507","2/20/2018 12:00:00 AM","2/20/2018 12:00:00 AM","2/20/2018 12:00:00 AM","1885 W DARTMOUTH AVE                              ","3138182.00","1666392.00","4","422","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2018123617","2/20/2018 12:00:00 AM","2/21/2018 12:00:00 AM","2/21/2018 12:00:00 AM","4430 N GARFIELD ST                                ","3156321.00","1708804.00","2","212","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2018128470","2/12/2018 12:00:00 AM","1/1/1900 12:00:00 AM","2/23/2018 12:00:00 AM","4300 N FOREST ST                                  ","3161154.00","1708369.00","2","221","2399    ","THEFT - OTHER","Larceny","INDUSTRY","","","",""
"2018129740","2/23/2018 12:00:00 AM","1/1/1900 12:00:00 AM","2/23/2018 12:00:00 AM","4012 W 38TH AVE                                   ","3129405.00","1705417.00","1","113","1316","THREATS TO INJURE","All Other Crimes","INDUSTRY","","","",""
"2018134462","2/26/2018 12:00:00 AM","2/26/2018 12:00:00 AM","2/26/2018 12:00:00 AM","2420 S COLORADO BLVD                              ","3157568.00","1670426.00","3","314","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2018134917","2/16/2018 12:00:00 AM","1/1/1900 12:00:00 AM","2/26/2018 12:00:00 AM","4228 N YORK ST                                    ","3152105.00","1707908.00","2","212","2399    ","THEFT - OTHER","Larceny","INDUSTRY","","","",""
"2018138546","2/27/2018 12:00:00 AM","2/27/2018 12:00:00 AM","2/27/2018 12:00:00 AM","5141 N FRANKLIN ST                                ","3149177.00","1712959.00","1","112","1316","THREATS TO INJURE","All Other Crimes","INDUSTRY","","","",""
"2018141268","11/9/2017 12:00:00 AM","11/9/2017 12:00:00 AM","2/28/2018 12:00:00 AM","4640 N IRONTON ST                                 ","3179040.00","1709999.00","5","511","2205    ","BURGLARY - BUSINESS NO FORCE","Burglary","INDUSTRY","","","",""
"2018142056","3/1/2018 12:00:00 AM","3/1/2018 12:00:00 AM","3/1/2018 12:00:00 AM","3435 S YOSEMITE ST                                ","3173094.00","1663993.00","3","323","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2018142181","3/1/2018 12:00:00 AM","3/1/2018 12:00:00 AM","3/1/2018 12:00:00 AM","11122 E 47TH AVE                                  ","3180303.00","1710429.00","5","511","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2018147913","3/3/2018 12:00:00 AM","3/3/2018 12:00:00 AM","3/3/2018 12:00:00 AM","2383 S DOWNING ST                                 ","3148170.00","1670597.00","3","313","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2018158641","3/7/2018 12:00:00 AM","3/7/2018 12:00:00 AM","3/8/2018 12:00:00 AM","4414 N VINE ST                                    ","3151174.00","1708722.00","2","212","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2018177432","3/14/2018 12:00:00 AM","3/14/2018 12:00:00 AM","3/16/2018 12:00:00 AM","5077 N COLORADO BLVD                              ","3156774.00","1712483.00","2","212","2308    ","THEFT - FROM BLDG","Larceny","INDUSTRY","","","",""
"2018183371","3/18/2018 12:00:00 AM","1/1/1900 12:00:00 AM","3/18/2018 12:00:00 AM","4690 N BRIGHTON BLVD                              ","3149975.00","1710084.00","2","212","1313","ASSAULT - SIMPLE","Simple Assault","INDUSTRY","","","",""
"2018183371","3/18/2018 12:00:00 AM","1/1/1900 12:00:00 AM","3/18/2018 12:00:00 AM","4690 N BRIGHTON BLVD                              ","3149975.00","1710084.00","2","212","1316","THREATS TO INJURE","All Other Crimes","INDUSTRY","","","",""
"2018183371","3/18/2018 12:00:00 AM","1/1/1900 12:00:00 AM","3/18/2018 12:00:00 AM","4690 N BRIGHTON BLVD                              ","3149975.00","1710084.00","2","212","5312    ","DISTURBING THE PEACE","All Other Crimes","INDUSTRY","","","",""
"2018184124","3/19/2018 12:00:00 AM","3/19/2018 12:00:00 AM","3/19/2018 12:00:00 AM","3435 S YOSEMITE ST                                ","3173094.00","1663993.00","3","323","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2018192750","3/21/2018 12:00:00 AM","3/21/2018 12:00:00 AM","3/22/2018 12:00:00 AM","4401 E 46TH AVE                                   ","3158434.00","1709764.00","2","221","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2018198777","3/25/2018 12:00:00 AM","1/1/1900 12:00:00 AM","3/25/2018 12:00:00 AM","3925 N ONEIDA ST                                  ","3166405.00","1706487.00","2","221","2999    ","CRIMINAL MISCHIEF - OTHER","Criminal Mischief-Property","INDUSTRY","","","",""
"2018199033","3/25/2018 12:00:00 AM","3/25/2018 12:00:00 AM","3/25/2018 12:00:00 AM","3819 N QUENTIN ST                                 ","3184092.00","1705932.00","5","512","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2018199319","3/25/2018 12:00:00 AM","3/25/2018 12:00:00 AM","3/25/2018 12:00:00 AM","1565 CALIFORNIA ST                                ","3142575.00","1696586.00","6","611","1208    ","ROBBERY - RESIDENCE","Robbery-Street-Res","NON-INDUSTRY","","","",""
"201820034","1/9/2018 12:00:00 AM","1/1/1900 12:00:00 AM","1/9/2018 12:00:00 AM","1350 S SHERIDAN BLVD                              ","3125828.00","1677226.00","4","421","2399    ","THEFT - OTHER","Larceny","INDUSTRY","","","",""
"2018219974","4/3/2018 12:00:00 AM","1/1/1900 12:00:00 AM","4/4/2018 12:00:00 AM","1319 S CANOSA CT                                  ","3135153.00","1677533.00","4","422","3563    ","DRUG - MARIJUANA CULTIVATION","Drug Offenses","INDUSTRY","","","",""
"2018220493","4/3/2018 12:00:00 AM","4/3/2018 12:00:00 AM","4/3/2018 12:00:00 AM","2383 S DOWNING ST                                 ","3148170.00","1670597.00","3","313","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2018221544","4/3/2018 12:00:00 AM","1/1/1900 12:00:00 AM","4/3/2018 12:00:00 AM","403 16TH ST                                       ","3143515.00","1696108.00","6","611","2303    ","THEFT - SHOPLIFT","Larceny","INDUSTRY","","","",""
"2018235492","4/6/2018 12:00:00 AM","4/8/2018 12:00:00 AM","4/9/2018 12:00:00 AM","879 N FEDERAL BLVD                                ","3133482.00","1691405.00","1","122","2399    ","THEFT - OTHER","Larceny","INDUSTRY","","","",""
"2018238910","4/10/2018 12:00:00 AM","1/1/1900 12:00:00 AM","4/10/2018 12:00:00 AM","3954 N WILLIAMS ST                                ","3150221.00","1706661.00","2","211","2399    ","THEFT - OTHER","Larceny","INDUSTRY","","","",""
"2018244597","4/12/2018 12:00:00 AM","1/1/1900 12:00:00 AM","4/12/2018 12:00:00 AM","745 E 6TH AVE                                     ","3146859.00","1689682.00","3","311","2399    ","THEFT - OTHER","Larceny","INDUSTRY","","","",""
"2018252471","4/15/2018 12:00:00 AM","1/1/1900 12:00:00 AM","4/16/2018 12:00:00 AM","4501 N ADAMS ST                                   ","3154888.00","1709132.00","2","212","1202    ","ROBBERY - BUSINESS","Robbery-Business","INDUSTRY","","","",""
"2018256568","4/17/2018 12:00:00 AM","4/17/2018 12:00:00 AM","4/17/2018 12:00:00 AM","4095 N JACKSON ST                                 ","3156492.00","1707156.00","2","212","2303    ","THEFT - SHOPLIFT","Larceny","INDUSTRY","","","",""
"2018260572","4/18/2018 12:00:00 AM","4/18/2018 12:00:00 AM","4/18/2018 12:00:00 AM","11100 E 51ST AVE                                  ","3180335.00","1713149.00","5","511","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2018262861","4/19/2018 12:00:00 AM","1/1/1900 12:00:00 AM","4/19/2018 12:00:00 AM","4125 N ELATI ST                                   ","3142276.00","1706985.00","1","112","2399    ","THEFT - OTHER","Larceny","INDUSTRY","","","",""
"2018263560","4/20/2018 12:00:00 AM","1/1/1900 12:00:00 AM","4/20/2018 12:00:00 AM","4125 N ELATI ST                                   ","3142276.00","1706985.00","1","112","2205    ","BURGLARY - BUSINESS NO FORCE","Burglary","INDUSTRY","","","",""
"2018268169","4/22/2018 12:00:00 AM","1/1/1900 12:00:00 AM","4/22/2018 12:00:00 AM","82 S FEDERAL BLVD                                 ","3133690.00","1685664.00","4","411","2999    ","CRIMINAL MISCHIEF - OTHER","Criminal Mischief-Property","INDUSTRY","","","",""
"2018272817","4/24/2018 12:00:00 AM","4/24/2018 12:00:00 AM","4/24/2018 12:00:00 AM","2645 S SANTA FE DR                                ","3141742.00","1668660.00","3","313","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2018272817","4/24/2018 12:00:00 AM","4/24/2018 12:00:00 AM","4/24/2018 12:00:00 AM","2645 S SANTA FE DR                                ","3141742.00","1668660.00","3","313","2999    ","CRIMINAL MISCHIEF - OTHER","Criminal Mischief-Property","INDUSTRY","","","",""
"2018285956","4/29/2018 12:00:00 AM","1/1/1900 12:00:00 AM","4/29/2018 12:00:00 AM","2042 ARAPAHOE ST                                  ","3143416.00","1699249.00","6","611","2308    ","THEFT - FROM BLDG","Larceny","INDUSTRY","","","",""
"2018286628","4/29/2018 12:00:00 AM","1/1/1900 12:00:00 AM","4/29/2018 12:00:00 AM","2777 S COLORADO BLVD                              ","3157354.00","1667895.00","3","314","2999    ","CRIMINAL MISCHIEF - OTHER","Criminal Mischief-Property","INDUSTRY","","","",""
"2018294406","5/1/2018 12:00:00 AM","1/1/1900 12:00:00 AM","5/2/2018 12:00:00 AM","1500 E COLFAX AVE                                 ","3149211.00","1694820.00","6","622","2303    ","THEFT - SHOPLIFT","Larceny","INDUSTRY","","","",""
"2018295374","5/3/2018 12:00:00 AM","5/3/2018 12:00:00 AM","5/3/2018 12:00:00 AM","1568 S FEDERAL BLVD                               ","3133861.00","1675958.00","4","422","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2018295711","5/3/2018 12:00:00 AM","5/3/2018 12:00:00 AM","5/3/2018 12:00:00 AM","5109 W ALAMEDA AVE                                ","3125931.00","1684434.00","4","411","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2018296656","5/3/2018 12:00:00 AM","1/1/1900 12:00:00 AM","5/3/2018 12:00:00 AM","1201 20TH ST                                      ","3142928.00","1699409.00","6","612","3532    ","DRUG - COCAINE POSSESS","Drug Offenses","INDUSTRY","","","",""
"2018296656","5/3/2018 12:00:00 AM","1/1/1900 12:00:00 AM","5/3/2018 12:00:00 AM","1201 20TH ST                                      ","3142928.00","1699409.00","6","612","1313","ASSAULT - SIMPLE","Simple Assault","INDUSTRY","","","",""
"2018309066","5/8/2018 12:00:00 AM","5/8/2018 12:00:00 AM","5/8/2018 12:00:00 AM","5109 W ALAMEDA AVE                                ","3125931.00","1684434.00","4","411","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2018318971","5/12/2018 12:00:00 AM","5/12/2018 12:00:00 AM","5/12/2018 12:00:00 AM","3450 N BRIGHTON BLVD                              ","3146496.00","1705787.00","2","211","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2018324352","5/14/2018 12:00:00 AM","5/14/2018 12:00:00 AM","5/14/2018 12:00:00 AM","2645 S SANTA FE DR                                ","3141742.00","1668660.00","3","313","2303    ","THEFT - SHOPLIFT","Larceny","INDUSTRY","","","",""
"2018331819","1/4/2018 12:00:00 AM","5/5/2018 12:00:00 AM","5/17/2018 12:00:00 AM","1755 S BROADWAY ST                                ","3144171.00","1674691.00","3","313","2399    ","THEFT - OTHER","Larceny","INDUSTRY","","","",""
"2018333327","5/18/2018 12:00:00 AM","5/18/2018 12:00:00 AM","5/18/2018 12:00:00 AM","5109 W ALAMEDA AVE                                ","3125931.00","1684434.00","4","411","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2018336741","5/19/2018 12:00:00 AM","1/1/1900 12:00:00 AM","5/19/2018 12:00:00 AM","3480 S GALENA ST                                  ","3177845.00","1663780.00","3","323","2303    ","THEFT - SHOPLIFT","Larceny","INDUSTRY","","","",""
"201834076","1/15/2018 12:00:00 AM","1/1/1900 12:00:00 AM","1/15/2018 12:00:00 AM","875 N NAVAJO ST                                   ","3139417.00","1691262.00","1","123","2999    ","CRIMINAL MISCHIEF - OTHER","Criminal Mischief-Property","INDUSTRY","","","",""
"2018342940","5/21/2018 12:00:00 AM","1/1/1900 12:00:00 AM","5/22/2018 12:00:00 AM","1568 S FEDERAL BLVD                               ","3133861.00","1675958.00","4","422","2308    ","THEFT - FROM BLDG","Larceny","INDUSTRY","","","",""
"2018355169","5/27/2018 12:00:00 AM","5/27/2018 12:00:00 AM","5/27/2018 12:00:00 AM","1403 S CHEROKEE ST                                ","3143143.00","1676943.00","3","313","2205    ","BURGLARY - BUSINESS NO FORCE","Burglary","INDUSTRY","","","",""
"2018355278","5/27/2018 12:00:00 AM","5/27/2018 12:00:00 AM","5/27/2018 12:00:00 AM","2568 S BROADWAY ST                                ","3144350.00","1669345.00","3","313","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2018355289","5/27/2018 12:00:00 AM","5/27/2018 12:00:00 AM","5/27/2018 12:00:00 AM","2020 S BROADWAY ST                                ","3144349.00","1672869.00","3","313","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2018355310","5/27/2018 12:00:00 AM","5/27/2018 12:00:00 AM","5/27/2018 12:00:00 AM","260 N BROADWAY ST                                 ","3144270.00","1687727.00","3","311","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2018363767","5/30/2018 12:00:00 AM","1/1/1900 12:00:00 AM","5/30/2018 12:00:00 AM","2028 E COLFAX AVE                                 ","3151143.00","1694813.00","6","622","1313","ASSAULT - SIMPLE","Simple Assault","INDUSTRY","","","",""
"2018363834","5/30/2018 12:00:00 AM","1/1/1900 12:00:00 AM","5/30/2018 12:00:00 AM","5550 N MALTA ST                                   ","3212926.00","1715857.00","5","523","3560    ","DRUG - MARIJUANA SELL","Drug Offenses","NON-INDUSTRY","","","",""
"2018364929","5/31/2018 12:00:00 AM","5/31/2018 12:00:00 AM","5/31/2018 12:00:00 AM","658 N KALAMATH ST                                 ","3140708.00","1690006.00","1","123","2404    ","THEFT - OF MOTOR VEHICLE","Auto Theft","INDUSTRY","","","",""
"2018372451","6/3/2018 12:00:00 AM","6/3/2018 12:00:00 AM","6/3/2018 12:00:00 AM","735 W BAYAUD AVE                                  ","3141364.00","1685836.00","3","311","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2018380186","6/6/2018 12:00:00 AM","1/1/1900 12:00:00 AM","6/6/2018 12:00:00 AM","2222 LAWRENCE ST                                  ","3143852.00","1700184.00","6","611","1205    ","ROBBERY - STREET","Robbery-Street-Res","NON-INDUSTRY","","","",""
"2018386742","6/9/2018 12:00:00 AM","6/9/2018 12:00:00 AM","6/9/2018 12:00:00 AM","7800 E 26TH AVE                                   ","3169558.00","1700270.00","5","512","2204    ","BURGLARY - RESIDENCE NO FORCE","Burglary","NON-INDUSTRY","","","",""
"2018387355","6/8/2018 12:00:00 AM","6/8/2018 12:00:00 AM","6/9/2018 12:00:00 AM","4840 N JACKSON ST                                 ","3156669.00","1711165.00","2","212","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2018389043","6/10/2018 12:00:00 AM","6/10/2018 12:00:00 AM","6/10/2018 12:00:00 AM","1136 N YUMA CT                                    ","3136560.00","1692717.00","1","123","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2018389174","6/10/2018 12:00:00 AM","6/10/2018 12:00:00 AM","6/10/2018 12:00:00 AM","1136 N YUMA CT                                    ","3136560.00","1692717.00","1","123","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2018390690","6/11/2018 12:00:00 AM","6/11/2018 12:00:00 AM","6/11/2018 12:00:00 AM","1235 S HURON ST                                   ","3141500.00","1678141.00","4","422","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2018398619","6/14/2018 12:00:00 AM","1/1/1900 12:00:00 AM","6/14/2018 12:00:00 AM","1499 N BROADWAY ST                                ","3144130.00","1694794.00","6","611","3562    ","DRUG - MARIJUANA POSSESS","Drug Offenses","INDUSTRY","","","",""
"2018405375","6/16/2018 12:00:00 AM","1/1/1900 12:00:00 AM","6/17/2018 12:00:00 AM","4708 N WASHINGTON ST                              ","3146660.00","1710163.00","1","112","1205    ","ROBBERY - STREET","Robbery-Street-Res","NON-INDUSTRY","","","",""
"2018405375","6/16/2018 12:00:00 AM","1/1/1900 12:00:00 AM","6/17/2018 12:00:00 AM","4708 N WASHINGTON ST                              ","3146660.00","1710163.00","1","112","1006","KIDNAP - ADULT VICTIM","All Other Crimes","NON-INDUSTRY","","","",""
"2018405375","6/16/2018 12:00:00 AM","1/1/1900 12:00:00 AM","6/17/2018 12:00:00 AM","4708 N WASHINGTON ST                              ","3146660.00","1710163.00","1","112","3532    ","DRUG - COCAINE POSSESS","Drug Offenses","NON-INDUSTRY","","","",""
"2018410777","6/12/2018 12:00:00 AM","6/13/2018 12:00:00 AM","6/19/2018 12:00:00 AM","701 W MISSISSIPPI AVE                             ","3141832.00","1679130.00","4","412","2999    ","CRIMINAL MISCHIEF - OTHER","Criminal Mischief-Property","INDUSTRY","","","",""
"2018411491","6/19/2018 12:00:00 AM","1/1/1900 12:00:00 AM","6/19/2018 12:00:00 AM","445 N FEDERAL BLVD                                ","3133474.00","1688828.00","4","411","1315","AGGRAVATED ASSAULT","Agg ASLT-Other","INDUSTRY","","","",""
"201841843","1/18/2018 12:00:00 AM","1/1/1900 12:00:00 AM","1/18/2018 12:00:00 AM","1736 N DOWNING ST                                 ","3148182.00","1696333.00","6","622","1316","THREATS TO INJURE","All Other Crimes","INDUSTRY","","","",""
"201842472","1/18/2018 12:00:00 AM","1/1/1900 12:00:00 AM","1/18/2018 12:00:00 AM","4620 N PEORIA ST                                  ","3183815.00","1709739.00","5","521","1205    ","ROBBERY - STREET","Robbery-Street-Res","INDUSTRY","","","",""
"2018424998","6/25/2018 12:00:00 AM","1/1/1900 12:00:00 AM","6/25/2018 12:00:00 AM","7380 E COLFAX AVE                                 ","3167983.00","1694958.00","2","223","2999    ","CRIMINAL MISCHIEF - OTHER","Criminal Mischief-Property","INDUSTRY","","","",""
"2018425109","6/25/2018 12:00:00 AM","6/25/2018 12:00:00 AM","6/25/2018 12:00:00 AM","2675 W 38TH AVE                                   ","3134819.00","1705508.00","1","111","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2018427487","6/26/2018 12:00:00 AM","6/26/2018 12:00:00 AM","6/26/2018 12:00:00 AM","330 S DAYTON ST                                   ","3175842.00","1683494.00","3","321","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2018427949","6/26/2018 12:00:00 AM","6/26/2018 12:00:00 AM","6/26/2018 12:00:00 AM","5109 W ALAMEDA AVE                                ","3125931.00","1684434.00","4","411","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2018430318","6/27/2018 12:00:00 AM","6/27/2018 12:00:00 AM","6/27/2018 12:00:00 AM","330 S DAYTON ST                                   ","3175842.00","1683494.00","3","321","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2018432603","6/27/2018 12:00:00 AM","1/1/1900 12:00:00 AM","6/28/2018 12:00:00 AM","978 S PERRY ST                                    ","3129467.00","1679816.00","4","412","1208    ","ROBBERY - RESIDENCE","Robbery-Street-Res","NON-INDUSTRY","","","",""
"2018433541","6/28/2018 12:00:00 AM","1/1/1900 12:00:00 AM","6/28/2018 12:00:00 AM","2042 ARAPAHOE ST                                  ","3143416.00","1699249.00","6","611","1315","AGGRAVATED ASSAULT","Agg ASLT-Other","INDUSTRY","","","",""
"201843994","1/19/2018 12:00:00 AM","1/19/2018 12:00:00 AM","1/19/2018 12:00:00 AM","1619 W 12TH AVE                                   ","3138175.00","1693265.00","1","123","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2018441095","7/1/2018 12:00:00 AM","7/1/2018 12:00:00 AM","7/1/2018 12:00:00 AM","4305 N BRIGHTON BLVD                              ","3148956.00","1708556.00","2","212","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2018446677","7/3/2018 12:00:00 AM","1/1/1900 12:00:00 AM","7/3/2018 12:00:00 AM","W 38TH AVE / N WINONA CT                          ","3127215.00","1705438.00","1","111","1205    ","ROBBERY - STREET","Robbery-Street-Res","INDUSTRY","","","",""
"2018462527","7/9/2018 12:00:00 AM","7/9/2018 12:00:00 AM","7/9/2018 12:00:00 AM","2601 W ALAMEDA AVE                                ","3135546.00","1684354.00","4","411","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2018462535","7/9/2018 12:00:00 AM","7/9/2018 12:00:00 AM","7/9/2018 12:00:00 AM","120 S KALAMATH ST                                 ","3140719.00","1685494.00","3","311","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2018462539","7/9/2018 12:00:00 AM","7/9/2018 12:00:00 AM","7/9/2018 12:00:00 AM","260 N SANTA FE DR                                 ","3141128.00","1687684.00","3","311","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2018470175","7/11/2018 12:00:00 AM","7/11/2018 12:00:00 AM","7/11/2018 12:00:00 AM","2001 S BROADWAY ST                                ","3144120.00","1673026.00","3","313","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2018470221","7/12/2018 12:00:00 AM","7/12/2018 12:00:00 AM","7/12/2018 12:00:00 AM","4000 MORRISON RD                                  ","3129454.00","1682348.00","4","412","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2018470230","7/12/2018 12:00:00 AM","7/12/2018 12:00:00 AM","7/12/2018 12:00:00 AM","330 S DAYTON ST                                   ","3175842.00","1683494.00","3","321","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2018473453","7/12/2018 12:00:00 AM","7/12/2018 12:00:00 AM","7/13/2018 12:00:00 AM","3995 E 50TH AVE                                   ","3156921.00","1712528.00","2","212","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"20184840","1/3/2018 12:00:00 AM","1/3/2018 12:00:00 AM","1/3/2018 12:00:00 AM","120 S KALAMATH ST                                 ","3140719.00","1685494.00","3","311","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"20184860","1/3/2018 12:00:00 AM","1/3/2018 12:00:00 AM","1/3/2018 12:00:00 AM","755 S FEDERAL BLVD                                ","3133515.00","1681258.00","4","412","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2018488459","7/19/2018 12:00:00 AM","7/19/2018 12:00:00 AM","7/19/2018 12:00:00 AM","10625 E 51ST AVE                                  ","3178574.00","1713537.00","5","511","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
